dataset,seed,model,true_class,predicted_class,count
CICIDS2017,7,MLP,High,Low,42
CICIDS2017,7,MLP,High,Medium,1
CICIDS2017,7,MLP,Low,High,21
CICIDS2017,7,MLP,Low,Low,9941
CICIDS2017,7,MLP,Low,Medium,12
CICIDS2017,7,MLP,Medium,High,1
CICIDS2017,7,MLP,Medium,Low,5
CICIDS2017,7,MLP,Medium,Medium,469
CICIDS2017,7,LogReg,High,High,1509
CICIDS2017,7,LogReg,High,Low,37
CICIDS2017,7,LogReg,High,Medium,5
CICIDS2017,7,LogReg,Low,High,562
CICIDS2017,7,LogReg,Low,Low,9140
CICIDS2017,7,LogReg,Low,Medium,272
CICIDS2017,7,LogReg,Medium,High,1
CICIDS2017,7,LogReg,Medium,Low,13
CICIDS2017,7,LogReg,Medium,Medium,461
CICIDS2017,7,NaiveBayes,High,High,0
CICIDS2017,7,NaiveBayes,High,Low,1551
CICIDS2017,7,NaiveBayes,High,Medium,0
CICIDS2017,7,NaiveBayes,Low,High,0
CICIDS2017,7,NaiveBayes,Low,Low,9974
CICIDS2017,7,NaiveBayes,Low,Medium,0
CICIDS2017,7,NaiveBayes,Medium,High,0
CICIDS2017,7,NaiveBayes,Medium,Low,475
CICIDS2017,7,NaiveBayes,Medium,Medium,0
CICIDS2017,13,KATS,High,High,1458
CICIDS2017,13,KATS,High,Low,91
CICIDS2017,13,KATS,High,Medium,2
CICIDS2017,13,KATS,Low,High,4090
CICIDS2017,13,KATS,Low,Low,5130
CICIDS2017,13,KATS,Low,Medium,754
CICIDS2017,13,KATS,Medium,High,1
CICIDS2017,13,KATS,Medium,Low,12
CICIDS2017,13,KATS,Medium,Medium,462
CICIDS2017,13,LightGBM,High,High,1547
CICIDS2017,13,LightGBM,High,Low,4
CICIDS2017,13,LightGBM,High,Medium,0
CICIDS2017,13,LightGBM,Low,High,9
CICIDS2017,13,LightGBM,Low,Low,9961
CICIDS2017,13,LightGBM,Low,Medium,4
CICIDS2017,13,LightGBM,Medium,High,1
CICIDS2017,13,LightGBM,Medium,Low,1
CICIDS2017,13,LightGBM,Medium,Medium,473
CICIDS2017,13,XGBoost,High,High,1545
CICIDS2017,13,XGBoost,High,Low,6
CICIDS2017,13,XGBoost,High,Medium,0
CICIDS2017,13,XGBoost,Low,High,6
CICIDS2017,13,XGBoost,Low,Low,9964
CICIDS2017,13,XGBoost,Low,Medium,4
CICIDS2017,13,XGBoost,Medium,High,1
CICIDS2017,13,XGBoost,Medium,Low,1
CICIDS2017,13,XGBoost,Medium,Medium,473
CICIDS2017,13,RandomForest,High,High,1532
CICIDS2017,13,RandomForest,High,Low,19
CICIDS2017,13,RandomForest,High,Medium,0
CICIDS2017,13,RandomForest,Low,High,5
CICIDS2017,13,RandomForest,Low,Low,9965
CICIDS2017,13,RandomForest,Low,Medium,4
CICIDS2017,13,RandomForest,Medium,High,1
CICIDS2017,13,RandomForest,Medium,Low,3
CICIDS2017,13,RandomForest,Medium,Medium,471
CICIDS2017,13,BalancedRF,High,High,1534
CICIDS2017,13,BalancedRF,High,Low,17
CICIDS2017,13,BalancedRF,High,Medium,0
CICIDS2017,13,BalancedRF,Low,High,22
CICIDS2017,13,BalancedRF,Low,Low,9947
CICIDS2017,13,BalancedRF,Low,Medium,5
CICIDS2017,13,BalancedRF,Medium,High,1
CICIDS2017,13,BalancedRF,Medium,Low,1
CICIDS2017,13,BalancedRF,Medium,Medium,473
CICIDS2017,13,MLP,High,High,1461
CICIDS2017,13,MLP,High,Low,90
CICIDS2017,13,MLP,High,Medium,0
CICIDS2017,13,MLP,Low,High,17
CICIDS2017,13,MLP,Low,Low,9949
CICIDS2017,13,MLP,Low,Medium,8
CICIDS2017,13,MLP,Medium,High,1
CICIDS2017,13,MLP,Medium,Low,8
CICIDS2017,13,MLP,Medium,Medium,466
CICIDS2017,13,LogReg,High,High,1494
CICIDS2017,13,LogReg,High,Low,51
CICIDS2017,13,LogReg,High,Medium,6
CICIDS2017,13,LogReg,Low,High,571
CICIDS2017,13,LogReg,Low,Low,9141
CICIDS2017,13,LogReg,Low,Medium,262
CICIDS2017,13,LogReg,Medium,High,9
CICIDS2017,13,LogReg,Medium,Low,1
CICIDS2017,13,LogReg,Medium,Medium,465
CICIDS2017,13,NaiveBayes,High,High,0
CICIDS2017,13,NaiveBayes,High,Low,1551
CICIDS2017,13,NaiveBayes,High,Medium,0
CICIDS2017,13,NaiveBayes,Low,High,0
CICIDS2017,13,NaiveBayes,Low,Low,9974
CICIDS2017,13,NaiveBayes,Low,Medium,0
CICIDS2017,13,NaiveBayes,Medium,High,0
CICIDS2017,13,NaiveBayes,Medium,Low,475
CICIDS2017,13,NaiveBayes,Medium,Medium,0
CICIDS2017,99,KATS,High,High,1442
CICIDS2017,99,KATS,High,Low,103
CICIDS2017,99,KATS,High,Medium,6
CICIDS2017,99,KATS,Low,High,3927
CICIDS2017,99,KATS,Low,Low,5219
CICIDS2017,99,KATS,Low,Medium,828
CICIDS2017,99,KATS,Medium,High,1
CICIDS2017,99,KATS,Medium,Low,16
CICIDS2017,99,KATS,Medium,Medium,458
CICIDS2017,99,LightGBM,High,High,1546
CICIDS2017,99,LightGBM,High,Low,5
CICIDS2017,99,LightGBM,High,Medium,0
CICIDS2017,99,LightGBM,Low,High,7
CICIDS2017,99,LightGBM,Low,Low,9964
CICIDS2017,99,LightGBM,Low,Medium,3
CICIDS2017,99,LightGBM,Medium,High,1
CICIDS2017,99,LightGBM,Medium,Low,1
CICIDS2017,99,LightGBM,Medium,Medium,473
CICIDS2017,99,XGBoost,High,High,1544
CICIDS2017,99,XGBoost,High,Low,7
CICIDS2017,99,XGBoost,High,Medium,0
CICIDS2017,99,XGBoost,Low,High,2
CICIDS2017,99,XGBoost,Low,Low,9969
CICIDS2017,99,XGBoost,Low,Medium,3
CICIDS2017,99,XGBoost,Medium,High,1
CICIDS2017,99,XGBoost,Medium,Low,0
CICIDS2017,99,XGBoost,Medium,Medium,474
CICIDS2017,99,RandomForest,High,High,1531
CICIDS2017,99,RandomForest,High,Low,20
CICIDS2017,99,RandomForest,High,Medium,0
CICIDS2017,99,RandomForest,Low,High,2
CICIDS2017,99,RandomForest,Low,Low,9969
CICIDS2017,99,RandomForest,Low,Medium,3
CICIDS2017,99,RandomForest,Medium,High,1
CICIDS2017,99,RandomForest,Medium,Low,4
CICIDS2017,99,RandomForest,Medium,Medium,470
CICIDS2017,99,BalancedRF,High,High,1530
CICIDS2017,99,BalancedRF,High,Low,21
CICIDS2017,99,BalancedRF,High,Medium,0
CICIDS2017,99,BalancedRF,Low,High,16
CICIDS2017,99,BalancedRF,Low,Low,9954
CICIDS2017,99,BalancedRF,Low,Medium,4
CICIDS2017,99,BalancedRF,Medium,High,1
CICIDS2017,99,BalancedRF,Medium,Low,1
CICIDS2017,99,BalancedRF,Medium,Medium,473
CICIDS2017,99,MLP,High,High,1504
CICIDS2017,99,MLP,High,Low,46
CICIDS2017,99,MLP,High,Medium,1
CICIDS2017,99,MLP,Low,High,31
CICIDS2017,99,MLP,Low,Low,9864
CICIDS2017,99,MLP,Low,Medium,79
CICIDS2017,99,MLP,Medium,High,1
CICIDS2017,99,MLP,Medium,Low,41
CICIDS2017,99,MLP,Medium,Medium,433
CICIDS2017,99,LogReg,High,High,1509
CICIDS2017,99,LogReg,High,Low,34
CICIDS2017,99,LogReg,High,Medium,8
CICIDS2017,99,LogReg,Low,High,560
CICIDS2017,99,LogReg,Low,Low,9146
CICIDS2017,99,LogReg,Low,Medium,268
CICIDS2017,99,LogReg,Medium,High,3
CICIDS2017,99,LogReg,Medium,Low,6
CICIDS2017,99,LogReg,Medium,Medium,466
CICIDS2017,99,NaiveBayes,High,High,0
CICIDS2017,99,NaiveBayes,High,Low,1551
CICIDS2017,99,NaiveBayes,High,Medium,0
CICIDS2017,99,NaiveBayes,Low,High,0
CICIDS2017,99,NaiveBayes,Low,Low,9974
CICIDS2017,99,NaiveBayes,Low,Medium,0
CICIDS2017,99,NaiveBayes,Medium,High,0
CICIDS2017,99,NaiveBayes,Medium,Low,475
CICIDS2017,99,NaiveBayes,Medium,Medium,0
CICIDS2017,2026,KATS,High,High,1448
CICIDS2017,2026,KATS,High,Low,97
CICIDS2017,2026,KATS,High,Medium,6
CICIDS2017,2026,KATS,Low,High,4025
CICIDS2017,2026,KATS,Low,Low,5086
CICIDS2017,2026,KATS,Low,Medium,863
CICIDS2017,2026,KATS,Medium,High,0
CICIDS2017,2026,KATS,Medium,Low,17
CICIDS2017,2026,KATS,Medium,Medium,458
CICIDS2017,2026,LightGBM,High,High,1551
CICIDS2017,2026,LightGBM,High,Low,0
CICIDS2017,2026,LightGBM,High,Medium,0
CICIDS2017,2026,LightGBM,Low,High,12
CICIDS2017,2026,LightGBM,Low,Low,9960
CICIDS2017,2026,LightGBM,Low,Medium,2
CICIDS2017,2026,LightGBM,Medium,High,1
CICIDS2017,2026,LightGBM,Medium,Low,1
CICIDS2017,2026,LightGBM,Medium,Medium,473
CICIDS2017,2026,XGBoost,High,High,1547
CICIDS2017,2026,XGBoost,High,Low,4
CICIDS2017,2026,XGBoost,High,Medium,0
CICIDS2017,2026,XGBoost,Low,High,9
CICIDS2017,2026,XGBoost,Low,Low,9963
CICIDS2017,2026,XGBoost,Low,Medium,2
CICIDS2017,2026,XGBoost,Medium,High,1
CICIDS2017,2026,XGBoost,Medium,Low,0
CICIDS2017,2026,XGBoost,Medium,Medium,474
CICIDS2017,2026,RandomForest,High,High,1536
CICIDS2017,2026,RandomForest,High,Low,15
CICIDS2017,2026,RandomForest,High,Medium,0
CICIDS2017,2026,RandomForest,Low,High,5
CICIDS2017,2026,RandomForest,Low,Low,9968
CICIDS2017,2026,RandomForest,Low,Medium,1
CICIDS2017,2026,RandomForest,Medium,High,1
CICIDS2017,2026,RandomForest,Medium,Low,7
CICIDS2017,2026,RandomForest,Medium,Medium,467
CICIDS2017,2026,BalancedRF,High,High,1537
CICIDS2017,2026,BalancedRF,High,Low,14
CICIDS2017,2026,BalancedRF,High,Medium,0
CICIDS2017,2026,BalancedRF,Low,High,26
CICIDS2017,2026,BalancedRF,Low,Low,9945
CICIDS2017,2026,BalancedRF,Low,Medium,3
CICIDS2017,2026,BalancedRF,Medium,High,1
CICIDS2017,2026,BalancedRF,Medium,Low,3
CICIDS2017,2026,BalancedRF,Medium,Medium,471
CICIDS2017,2026,MLP,High,High,1506
CICIDS2017,2026,MLP,High,Low,44
CICIDS2017,2026,MLP,High,Medium,1
CICIDS2017,2026,MLP,Low,High,47
CICIDS2017,2026,MLP,Low,Low,9918
CICIDS2017,2026,MLP,Low,Medium,9
CICIDS2017,2026,MLP,Medium,High,1
CICIDS2017,2026,MLP,Medium,Low,7
CICIDS2017,2026,MLP,Medium,Medium,467
CICIDS2017,2026,LogReg,High,High,1504
CICIDS2017,2026,LogReg,High,Low,39
CICIDS2017,2026,LogReg,High,Medium,8
CICIDS2017,2026,LogReg,Low,High,629
CICIDS2017,2026,LogReg,Low,Low,9089
CICIDS2017,2026,LogReg,Low,Medium,256
CICIDS2017,2026,LogReg,Medium,High,2
CICIDS2017,2026,LogReg,Medium,Low,15
CICIDS2017,2026,LogReg,Medium,Medium,458
CICIDS2017,2026,NaiveBayes,High,High,0
CICIDS2017,2026,NaiveBayes,High,Low,1551
CICIDS2017,2026,NaiveBayes,High,Medium,0
CICIDS2017,2026,NaiveBayes,Low,High,0
CICIDS2017,2026,NaiveBayes,Low,Low,9974
CICIDS2017,2026,NaiveBayes,Low,Medium,0
CICIDS2017,2026,NaiveBayes,Medium,High,0
CICIDS2017,2026,NaiveBayes,Medium,Low,475
CICIDS2017,2026,NaiveBayes,Medium,Medium,0
