dataset,seed,model,class_index,bin,count,mean_confidence,empirical_frequency
CICIDS2017,7,XGBoost,1,2,6,0.26420512795448303,0.16666666666666666
CICIDS2017,7,XGBoost,1,3,1,0.3918873369693756,1.0
CICIDS2017,7,XGBoost,1,4,3,0.45539069175720215,0.6666666666666666
CICIDS2017,7,XGBoost,1,5,4,0.5308178067207336,0.5
CICIDS2017,7,XGBoost,1,6,2,0.6659143567085266,0.5
CICIDS2017,7,XGBoost,1,7,3,0.7519572377204895,0.6666666666666666
CICIDS2017,7,XGBoost,1,8,4,0.8522400259971619,1.0
CICIDS2017,7,XGBoost,1,9,9953,0.9996768236160278,1.0
CICIDS2017,7,XGBoost,2,0,11518,5.027126462664455e-05,8.682062858135092e-05
CICIDS2017,7,XGBoost,2,1,0,,
CICIDS2017,7,XGBoost,2,2,0,,
CICIDS2017,7,XGBoost,2,3,0,,
CICIDS2017,7,XGBoost,2,4,0,,
CICIDS2017,7,XGBoost,2,5,1,0.5226255059242249,1.0
CICIDS2017,7,XGBoost,2,6,0,,
CICIDS2017,7,XGBoost,2,7,0,,
CICIDS2017,7,XGBoost,2,8,6,0.8789122700691223,1.0
CICIDS2017,7,XGBoost,2,9,475,0.9966471195220947,0.9831578947368421
CICIDS2017,7,RandomForest,0,0,10397,0.0012013080696354718,9.618159084351255e-05
CICIDS2017,7,RandomForest,0,1,36,0.14058478310238465,0.0
CICIDS2017,7,RandomForest,0,2,10,0.24399999999999994,0.2
CICIDS2017,7,RandomForest,0,3,10,0.354,0.5
CICIDS2017,7,RandomForest,0,4,4,0.44875,0.75
CICIDS2017,7,RandomForest,0,5,8,0.555625,0.75
CICIDS2017,7,RandomForest,0,6,4,0.6637500000000001,1.0
CICIDS2017,7,RandomForest,0,7,8,0.76625,1.0
CICIDS2017,7,RandomForest,0,8,14,0.8528571428571429,1.0
CICIDS2017,7,RandomForest,0,9,1509,0.9979841539311819,0.9993373094764745
CICIDS2017,7,RandomForest,1,0,1977,0.0018497277277928598,0.004046535154274153
CICIDS2017,7,RandomForest,1,1,21,0.1335714285714286,0.0
CICIDS2017,7,RandomForest,1,2,12,0.23291666666666666,0.0
CICIDS2017,7,RandomForest,1,3,3,0.34333333333333327,0.0
CICIDS2017,7,RandomForest,1,4,8,0.443125,0.25
CICIDS2017,7,RandomForest,1,5,7,0.5592857142857144,0.14285714285714285
CICIDS2017,7,RandomForest,1,6,11,0.6481818181818182,0.5454545454545454
CICIDS2017,7,RandomForest,1,7,10,0.753,0.8
CICIDS2017,7,RandomForest,1,8,39,0.8547166104695938,0.9743589743589743
CICIDS2017,7,RandomForest,1,9,9912,0.9985900928167879,0.9998991121872478
CICIDS2017,7,RandomForest,2,0,11514,0.00017500434253951713,0.00017370158068438424
CICIDS2017,7,RandomForest,2,1,3,0.12333333333333334,0.0
CICIDS2017,7,RandomForest,2,2,2,0.255,0.0
CICIDS2017,7,RandomForest,2,3,1,0.37,1.0
CICIDS2017,7,RandomForest,2,4,2,0.43,1.0
CICIDS2017,7,RandomForest,2,5,0,,
CICIDS2017,7,RandomForest,2,6,0,,
CICIDS2017,7,RandomForest,2,7,3,0.75,1.0
CICIDS2017,7,RandomForest,2,8,3,0.8633333333333333,1.0
CICIDS2017,7,RandomForest,2,9,472,0.997489406779661,0.9830508474576272
CICIDS2017,7,BalancedRF,0,0,9957,0.007291101737471125,0.0
CICIDS2017,7,BalancedRF,0,1,336,0.14129464285714285,0.0
CICIDS2017,7,BalancedRF,0,2,103,0.23660194174757285,0.038834951456310676
CICIDS2017,7,BalancedRF,0,3,20,0.34475,0.1
CICIDS2017,7,BalancedRF,0,4,24,0.4523958333333334,0.125
CICIDS2017,7,BalancedRF,0,5,14,0.5610714285714286,0.42857142857142855
CICIDS2017,7,BalancedRF,0,6,11,0.6586363636363636,0.7272727272727273
CICIDS2017,7,BalancedRF,0,7,17,0.7572058823529412,0.7058823529411765
CICIDS2017,7,BalancedRF,0,8,19,0.869736842105263,0.9473684210526315
CICIDS2017,7,BalancedRF,0,9,1499,0.9973582388258839,0.9993328885923949
CICIDS2017,7,BalancedRF,1,0,1977,0.001990389479008599,0.004046535154274153
CICIDS2017,7,BalancedRF,1,1,22,0.11886363636363638,0.045454545454545456
CICIDS2017,7,BalancedRF,1,2,18,0.24124999999999996,0.3333333333333333
CICIDS2017,7,BalancedRF,1,3,11,0.3336363636363636,0.2727272727272727
CICIDS2017,7,BalancedRF,1,4,17,0.44676470588235295,0.6470588235294118
CICIDS2017,7,BalancedRF,1,5,26,0.5485576923076922,0.8846153846153846
CICIDS2017,7,BalancedRF,1,6,39,0.660897435897436,0.8717948717948718
CICIDS2017,7,BalancedRF,1,7,134,0.7612686567164181,0.9850746268656716
CICIDS2017,7,BalancedRF,1,8,371,0.856078167115903,1.0
CICIDS2017,7,BalancedRF,1,9,9385,0.9912964837506659,1.0
CICIDS2017,7,BalancedRF,2,0,11455,0.0019938891313836756,8.729812309035356e-05
CICIDS2017,7,BalancedRF,2,1,51,0.13480392156862747,0.0
CICIDS2017,7,BalancedRF,2,2,10,0.23500000000000001,0.1
CICIDS2017,7,BalancedRF,2,3,1,0.34,0.0
CICIDS2017,7,BalancedRF,2,4,2,0.4475,0.0
CICIDS2017,7,BalancedRF,2,5,1,0.535,1.0
CICIDS2017,7,BalancedRF,2,6,0,,
CICIDS2017,7,BalancedRF,2,7,0,,
CICIDS2017,7,BalancedRF,2,8,1,0.86,1.0
CICIDS2017,7,BalancedRF,2,9,479,0.9988413361169101,0.9832985386221295
CICIDS2017,7,MLP,0,0,10260,0.0010973838470888135,0.0005847953216374269
CICIDS2017,7,MLP,0,1,100,0.14089535858701213,0.03
CICIDS2017,7,MLP,0,2,88,0.23976513558824203,0.2159090909090909
CICIDS2017,7,MLP,0,3,14,0.33841180370554547,0.6428571428571429
CICIDS2017,7,MLP,0,4,8,0.4454276735560947,0.75
CICIDS2017,7,MLP,0,5,13,0.5563885615286128,0.6153846153846154
CICIDS2017,7,MLP,0,6,18,0.6695329512814815,0.6111111111111112
CICIDS2017,7,MLP,0,7,47,0.7826324724953863,0.8936170212765957
CICIDS2017,7,MLP,0,8,24,0.8320065787589584,0.8333333333333334
CICIDS2017,7,MLP,0,9,1428,0.9993341520593173,0.9992997198879552
CICIDS2017,7,MLP,1,0,1899,0.0029156365119279407,0.004739336492890996
CICIDS2017,7,MLP,1,1,31,0.16551601669193444,0.16129032258064516
CICIDS2017,7,MLP,1,2,48,0.21702313845346644,0.125
CICIDS2017,7,MLP,1,3,20,0.32890617237786574,0.4
CICIDS2017,7,MLP,1,4,14,0.4410279915723568,0.35714285714285715
CICIDS2017,7,MLP,1,5,8,0.5537523834999479,0.25
CICIDS2017,7,MLP,1,6,17,0.6653266758439256,0.29411764705882354
CICIDS2017,7,MLP,1,7,88,0.7596337885200479,0.7954545454545454
CICIDS2017,7,MLP,1,8,102,0.859263079128555,0.9607843137254902
CICIDS2017,7,MLP,1,9,9773,0.9988621432080632,0.9992837409188581
CICIDS2017,7,MLP,2,0,11513,0.00010995069748621187,0.00026057500217145836
CICIDS2017,7,MLP,2,1,2,0.15656674365817003,0.5
CICIDS2017,7,MLP,2,2,1,0.24071775269787654,0.0
CICIDS2017,7,MLP,2,3,2,0.3031867327900004,1.0
CICIDS2017,7,MLP,2,4,0,,
CICIDS2017,7,MLP,2,5,2,0.5492290483338054,0.0
CICIDS2017,7,MLP,2,6,4,0.6635012858591948,0.25
CICIDS2017,7,MLP,2,7,0,,
CICIDS2017,7,MLP,2,8,16,0.8676434216209024,1.0
CICIDS2017,7,MLP,2,9,460,0.9916389624903867,0.9826086956521739
CICIDS2017,7,LogReg,0,0,8939,0.00705033735545148,0.0012305627027631727
CICIDS2017,7,LogReg,0,1,422,0.14899222868498116,0.016587677725118485
CICIDS2017,7,LogReg,0,2,230,0.24453269580333287,0.06521739130434782
CICIDS2017,7,LogReg,0,3,178,0.3625737417244622,0.056179775280898875
CICIDS2017,7,LogReg,0,4,419,0.45072028600192565,0.0954653937947494
CICIDS2017,7,LogReg,0,5,234,0.5520101797121185,0.042735042735042736
CICIDS2017,7,LogReg,0,6,88,0.6461146882248279,0.625
CICIDS2017,7,LogReg,0,7,143,0.7593899082951628,0.6223776223776224
CICIDS2017,7,LogReg,0,8,89,0.8616925094161711,0.9213483146067416
CICIDS2017,7,LogReg,0,9,1258,0.9933722985017828,0.9793322734499205
CICIDS2017,7,LogReg,1,0,1916,0.011824718780894476,0.1325678496868476
CICIDS2017,7,LogReg,1,1,140,0.13555491692337066,0.17142857142857143
CICIDS2017,7,LogReg,1,2,154,0.2407174564576574,0.4090909090909091
CICIDS2017,7,LogReg,1,3,371,0.34938046638296405,0.738544474393531
CICIDS2017,7,LogReg,1,4,304,0.43893232324579007,0.9177631578947368
CICIDS2017,7,LogReg,1,5,238,0.5568039698356073,0.9663865546218487
CICIDS2017,7,LogReg,1,6,185,0.641832454636379,1.0
CICIDS2017,7,LogReg,1,7,240,0.7575010369917091,0.9375
CICIDS2017,7,LogReg,1,8,568,0.8567396489543088,0.9876760563380281
CICIDS2017,7,LogReg,1,9,7884,0.989539342078679,0.9993658041603247
CICIDS2017,7,LogReg,2,0,10586,0.004611271731860124,0.0
CICIDS2017,7,LogReg,2,1,397,0.14850116187607323,0.027707808564231738
CICIDS2017,7,LogReg,2,2,232,0.23124206583303994,0.004310344827586207
CICIDS2017,7,LogReg,2,3,27,0.34223791196696884,0.037037037037037035
CICIDS2017,7,LogReg,2,4,25,0.4402082848104412,0.04
CICIDS2017,7,LogReg,2,5,13,0.5608326205558217,0.0
CICIDS2017,7,LogReg,2,6,4,0.6714623745231971,0.0
CICIDS2017,7,LogReg,2,7,12,0.7668121728795225,0.25
CICIDS2017,7,LogReg,2,8,50,0.8651646586930559,0.62
CICIDS2017,7,LogReg,2,9,654,0.9731200561299307,0.6529051987767585
CICIDS2017,7,NaiveBayes,0,0,9195,0.030051115859076417,0.029690048939641108
CICIDS2017,7,NaiveBayes,0,1,1206,0.10819672116906366,0.1044776119402985
CICIDS2017,7,NaiveBayes,0,2,40,0.24785168048730508,0.425
CICIDS2017,7,NaiveBayes,0,3,52,0.3510561980223441,0.38461538461538464
CICIDS2017,7,NaiveBayes,0,4,1507,0.48970362732584877,0.7398805573988055
CICIDS2017,7,NaiveBayes,0,5,0,,
CICIDS2017,7,NaiveBayes,0,6,0,,
CICIDS2017,7,NaiveBayes,0,7,0,,
CICIDS2017,7,NaiveBayes,0,8,0,,
CICIDS2017,7,NaiveBayes,0,9,0,,
CICIDS2017,7,NaiveBayes,1,0,0,,
CICIDS2017,7,NaiveBayes,1,1,0,,
CICIDS2017,7,NaiveBayes,1,2,0,,
CICIDS2017,7,NaiveBayes,1,3,0,,
CICIDS2017,7,NaiveBayes,1,4,0,,
CICIDS2017,7,NaiveBayes,1,5,1507,0.5102141057484765,0.2601194426011944
CICIDS2017,7,NaiveBayes,1,6,52,0.6488420119020216,0.6153846153846154
CICIDS2017,7,NaiveBayes,1,7,40,0.7520304885320895,0.575
CICIDS2017,7,NaiveBayes,1,8,7074,0.8777402535747846,0.8870511733107153
CICIDS2017,7,NaiveBayes,1,9,3327,0.9701163140574725,0.9774571686203787
CICIDS2017,7,NaiveBayes,2,0,12000,0.04646809965573449,0.03958333333333333
CICIDS2017,7,NaiveBayes,2,1,0,,
CICIDS2017,7,NaiveBayes,2,2,0,,
CICIDS2017,7,NaiveBayes,2,3,0,,
CICIDS2017,7,NaiveBayes,2,4,0,,
CICIDS2017,7,NaiveBayes,2,5,0,,
CICIDS2017,7,NaiveBayes,2,6,0,,
CICIDS2017,7,NaiveBayes,2,7,0,,
CICIDS2017,7,NaiveBayes,2,8,0,,
CICIDS2017,7,NaiveBayes,2,9,0,,
CICIDS2017,13,KATS,0,0,2221,0.03692591516470213,0.0027014858171994596
CICIDS2017,13,KATS,0,1,1222,0.13659364640447402,0.0008183306055646482
CICIDS2017,13,KATS,0,2,393,0.24339427663324106,0.015267175572519083
CICIDS2017,13,KATS,0,3,972,0.35962178251573185,0.0823045267489712
CICIDS2017,13,KATS,0,4,3819,0.4510308071223944,0.002618486514794449
CICIDS2017,13,KATS,0,5,1146,0.5314662363560293,0.008726003490401396
CICIDS2017,13,KATS,0,6,330,0.6421479601744228,0.12424242424242424
CICIDS2017,13,KATS,0,7,205,0.7534279588474315,0.14634146341463414
CICIDS2017,13,KATS,0,8,269,0.845195544733251,0.22676579925650558
CICIDS2017,13,KATS,0,9,1423,0.992686651465734,0.9177793394237527
CICIDS2017,13,KATS,1,0,1581,0.00928310105744722,0.12460468058191018
CICIDS2017,13,KATS,1,1,575,0.1542353963810445,0.5878260869565217
CICIDS2017,13,KATS,1,2,579,0.25276415332277713,0.7046632124352331
CICIDS2017,13,KATS,1,3,1088,0.3564606262375946,0.8253676470588235
CICIDS2017,13,KATS,1,4,4755,0.4574204144571515,0.9953732912723449
CICIDS2017,13,KATS,1,5,1027,0.5377321088338365,0.9863680623174295
CICIDS2017,13,KATS,1,6,573,0.6474538715283569,0.9912739965095986
CICIDS2017,13,KATS,1,7,254,0.744205258495311,0.9960629921259843
CICIDS2017,13,KATS,1,8,403,0.857261342142319,0.9975186104218362
CICIDS2017,13,KATS,1,9,1165,0.9857424650284419,0.9991416309012876
CICIDS2017,13,KATS,2,0,7867,0.017230486366810075,0.00012711325791280032
CICIDS2017,13,KATS,2,1,1628,0.14481509681169008,0.0
CICIDS2017,13,KATS,2,2,675,0.24986983637869772,0.0014814814814814814
CICIDS2017,13,KATS,2,3,506,0.3420197939198393,0.037549407114624504
CICIDS2017,13,KATS,2,4,399,0.4471289800301958,0.20802005012531327
CICIDS2017,13,KATS,2,5,263,0.5468887450383494,0.30798479087452474
CICIDS2017,13,KATS,2,6,221,0.6521833170177,0.24434389140271492
CICIDS2017,13,KATS,2,7,204,0.7470038921856833,0.6421568627450981
CICIDS2017,13,KATS,2,8,97,0.8347726726332575,0.38144329896907214
CICIDS2017,13,KATS,2,9,140,0.9751910392719192,0.4857142857142857
CICIDS2017,13,LightGBM,0,0,10435,0.00019264440781838324,0.00019166267369429804
CICIDS2017,13,LightGBM,0,1,5,0.1369630665308475,0.2
CICIDS2017,13,LightGBM,0,2,1,0.26644503987299983,1.0
CICIDS2017,13,LightGBM,0,3,2,0.3340994664988437,0.0
CICIDS2017,13,LightGBM,0,4,0,,
CICIDS2017,13,LightGBM,0,5,1,0.5936525596228619,0.0
CICIDS2017,13,LightGBM,0,6,1,0.6058583650748869,0.0
CICIDS2017,13,LightGBM,0,7,1,0.7435564116689133,0.0
CICIDS2017,13,LightGBM,0,8,1,0.8864045259958285,1.0
CICIDS2017,13,LightGBM,0,9,1553,0.9996502478975373,0.995492594977463
CICIDS2017,13,LightGBM,1,0,2029,0.00033270119533664814,0.0049285362247412515
CICIDS2017,13,LightGBM,1,1,2,0.13844370520328053,0.0
CICIDS2017,13,LightGBM,1,2,1,0.256397377120587,1.0
CICIDS2017,13,LightGBM,1,3,1,0.3935088724694312,1.0
CICIDS2017,13,LightGBM,1,4,1,0.40460041214171266,1.0
CICIDS2017,13,LightGBM,1,5,0,,
CICIDS2017,13,LightGBM,1,6,2,0.6653598803200538,1.0
CICIDS2017,13,LightGBM,1,7,1,0.7334659457305295,0.0
CICIDS2017,13,LightGBM,1,8,5,0.8628395005992667,0.8
CICIDS2017,13,LightGBM,1,9,9958,0.999788364714718,0.9996987346856798
CICIDS2017,13,LightGBM,2,0,11523,9.215281088821445e-06,0.00017356591165495098
CICIDS2017,13,LightGBM,2,1,0,,
CICIDS2017,13,LightGBM,2,2,0,,
CICIDS2017,13,LightGBM,2,3,0,,
CICIDS2017,13,LightGBM,2,4,0,,
CICIDS2017,13,LightGBM,2,5,0,,
CICIDS2017,13,LightGBM,2,6,0,,
CICIDS2017,13,LightGBM,2,7,0,,
CICIDS2017,13,LightGBM,2,8,1,0.8358749040733348,1.0
CICIDS2017,13,LightGBM,2,9,476,0.9997154685453499,0.9915966386554622
CICIDS2017,13,XGBoost,0,0,10440,0.00023242838506121188,0.0004789272030651341
CICIDS2017,13,XGBoost,0,1,1,0.10950813442468643,0.0
CICIDS2017,13,XGBoost,0,2,2,0.2706622779369354,0.0
CICIDS2017,13,XGBoost,0,3,4,0.34717291593551636,0.25
CICIDS2017,13,XGBoost,0,4,1,0.43645140528678894,0.0
CICIDS2017,13,XGBoost,0,5,2,0.5608569979667664,1.0
CICIDS2017,13,XGBoost,0,6,3,0.6515135765075684,0.6666666666666666
CICIDS2017,13,XGBoost,0,7,7,0.7492775321006775,0.5714285714285714
CICIDS2017,13,XGBoost,0,8,6,0.8512782454490662,1.0
CICIDS2017,13,XGBoost,0,9,1534,0.9986510276794434,0.9980443285528031
CICIDS2017,13,XGBoost,1,0,2004,0.002114939736202359,0.00249500998003992
CICIDS2017,13,XGBoost,1,1,14,0.1456994265317917,0.07142857142857142
CICIDS2017,13,XGBoost,1,2,6,0.2504214644432068,0.5
CICIDS2017,13,XGBoost,1,3,3,0.34821954369544983,0.3333333333333333
CICIDS2017,13,XGBoost,1,4,2,0.43241721391677856,0.0
CICIDS2017,13,XGBoost,1,5,1,0.5630627274513245,1.0
CICIDS2017,13,XGBoost,1,6,4,0.650823175907135,0.75
CICIDS2017,13,XGBoost,1,7,3,0.752181351184845,0.6666666666666666
CICIDS2017,13,XGBoost,1,8,1,0.8898324370384216,1.0
CICIDS2017,13,XGBoost,1,9,9962,0.9997345209121704,0.9994980927524594
CICIDS2017,13,XGBoost,2,0,11522,3.616057801991701e-05,8.679048776254123e-05
CICIDS2017,13,XGBoost,2,1,1,0.1781621128320694,1.0
CICIDS2017,13,XGBoost,2,2,0,,
CICIDS2017,13,XGBoost,2,3,0,,
CICIDS2017,13,XGBoost,2,4,0,,
CICIDS2017,13,XGBoost,2,5,0,,
CICIDS2017,13,XGBoost,2,6,0,,
CICIDS2017,13,XGBoost,2,7,0,,
CICIDS2017,13,XGBoost,2,8,7,0.8613731265068054,0.8571428571428571
CICIDS2017,13,XGBoost,2,9,470,0.9952241778373718,0.9936170212765958
CICIDS2017,13,RandomForest,0,0,10412,0.001157719087561383,0.000384172109104879
CICIDS2017,13,RandomForest,0,1,24,0.14354166666666665,0.041666666666666664
CICIDS2017,13,RandomForest,0,2,17,0.2503254925292193,0.5882352941176471
CICIDS2017,13,RandomForest,0,3,5,0.34500000000000003,0.4
CICIDS2017,13,RandomForest,0,4,4,0.4398317479771795,0.5
CICIDS2017,13,RandomForest,0,5,7,0.5720467131298169,0.7142857142857143
CICIDS2017,13,RandomForest,0,6,9,0.6477777777777778,1.0
CICIDS2017,13,RandomForest,0,7,11,0.7503933629007925,0.8181818181818182
CICIDS2017,13,RandomForest,0,8,14,0.8574999999999999,0.9285714285714286
CICIDS2017,13,RandomForest,0,9,1497,0.9978957915831663,0.9993319973279893
CICIDS2017,13,RandomForest,1,0,1960,0.0020994897959183676,0.002551020408163265
CICIDS2017,13,RandomForest,1,1,18,0.1361111111111111,0.05555555555555555
CICIDS2017,13,RandomForest,1,2,19,0.25924594779427795,0.05263157894736842
CICIDS2017,13,RandomForest,1,3,9,0.3611111111111111,0.0
CICIDS2017,13,RandomForest,1,4,8,0.43383412601141025,0.25
CICIDS2017,13,RandomForest,1,5,5,0.5741346016182562,0.4
CICIDS2017,13,RandomForest,1,6,5,0.655,0.6
CICIDS2017,13,RandomForest,1,7,20,0.7464733313501636,0.45
CICIDS2017,13,RandomForest,1,8,25,0.8566000000000001,0.96
CICIDS2017,13,RandomForest,1,9,9931,0.9986678913362511,0.9995972208236834
CICIDS2017,13,RandomForest,2,0,11519,0.0001731921173712996,8.681309141418526e-05
CICIDS2017,13,RandomForest,2,1,3,0.13666666666666666,0.3333333333333333
CICIDS2017,13,RandomForest,2,2,1,0.27,0.0
CICIDS2017,13,RandomForest,2,3,0,,
CICIDS2017,13,RandomForest,2,4,3,0.4366666666666667,1.0
CICIDS2017,13,RandomForest,2,5,0,,
CICIDS2017,13,RandomForest,2,6,4,0.65625,1.0
CICIDS2017,13,RandomForest,2,7,3,0.7600000000000001,1.0
CICIDS2017,13,RandomForest,2,8,4,0.8825,1.0
CICIDS2017,13,RandomForest,2,9,463,0.9976781857451403,0.9913606911447084
CICIDS2017,13,BalancedRF,0,0,10040,0.007132470119521913,9.960159362549801e-05
CICIDS2017,13,BalancedRF,0,1,278,0.13879496402877697,0.0035971223021582736
CICIDS2017,13,BalancedRF,0,2,77,0.23311688311688317,0.09090909090909091
CICIDS2017,13,BalancedRF,0,3,25,0.3346,0.2
CICIDS2017,13,BalancedRF,0,4,24,0.4482291666666667,0.125
CICIDS2017,13,BalancedRF,0,5,15,0.5479999999999999,0.4
CICIDS2017,13,BalancedRF,0,6,16,0.6568750000000001,0.5625
CICIDS2017,13,BalancedRF,0,7,15,0.762,0.8666666666666667
CICIDS2017,13,BalancedRF,0,8,24,0.8497916666666668,0.9166666666666666
CICIDS2017,13,BalancedRF,0,9,1486,0.9975504710632571,0.9986541049798116
CICIDS2017,13,BalancedRF,1,0,1956,0.0019120654396728018,0.003067484662576687
CICIDS2017,13,BalancedRF,1,1,28,0.14250000000000002,0.03571428571428571
CICIDS2017,13,BalancedRF,1,2,19,0.235,0.10526315789473684
CICIDS2017,13,BalancedRF,1,3,19,0.3447368421052632,0.47368421052631576
CICIDS2017,13,BalancedRF,1,4,14,0.455,0.6428571428571429
CICIDS2017,13,BalancedRF,1,5,28,0.5425892857142857,0.8571428571428571
CICIDS2017,13,BalancedRF,1,6,43,0.6659302325581395,0.8372093023255814
CICIDS2017,13,BalancedRF,1,7,92,0.7600000000000001,0.9565217391304348
CICIDS2017,13,BalancedRF,1,8,298,0.856476510067114,0.9966442953020134
CICIDS2017,13,BalancedRF,1,9,9503,0.9910770283068505,0.9998947700726086
CICIDS2017,13,BalancedRF,2,0,11475,0.002120697167755991,8.714596949891067e-05
CICIDS2017,13,BalancedRF,2,1,32,0.1234375,0.0
CICIDS2017,13,BalancedRF,2,2,11,0.23863636363636365,0.0
CICIDS2017,13,BalancedRF,2,3,2,0.3525,0.0
CICIDS2017,13,BalancedRF,2,4,3,0.4533333333333333,0.6666666666666666
CICIDS2017,13,BalancedRF,2,5,1,0.52,0.0
CICIDS2017,13,BalancedRF,2,6,0,,
CICIDS2017,13,BalancedRF,2,7,4,0.74875,1.0
CICIDS2017,13,BalancedRF,2,8,3,0.87,1.0
CICIDS2017,13,BalancedRF,2,9,469,0.9987633262260127,0.9914712153518124
CICIDS2017,13,MLP,0,0,10070,0.0018490406838351247,0.0013902681231380337
CICIDS2017,13,MLP,0,1,188,0.14652333621940447,0.10106382978723404
CICIDS2017,13,MLP,0,2,202,0.2433685201506114,0.10396039603960396
CICIDS2017,13,MLP,0,3,26,0.344257642781064,0.6153846153846154
CICIDS2017,13,MLP,0,4,35,0.46435347771603697,0.5714285714285714
CICIDS2017,13,MLP,0,5,51,0.5408253037734692,0.7450980392156863
CICIDS2017,13,MLP,0,6,18,0.6729249503309479,0.7222222222222222
CICIDS2017,13,MLP,0,7,20,0.7843136204233383,1.0
CICIDS2017,13,MLP,0,8,7,0.8722902368142655,1.0
CICIDS2017,13,MLP,0,9,1383,0.997971731682268,1.0
CICIDS2017,13,MLP,1,0,1838,0.002641514580460332,0.002720348204570185
CICIDS2017,13,MLP,1,1,22,0.16324522605851502,0.0
CICIDS2017,13,MLP,1,2,14,0.2389698892983612,0.0
CICIDS2017,13,MLP,1,3,26,0.33700824644644994,0.23076923076923078
CICIDS2017,13,MLP,1,4,55,0.455195170683859,0.2727272727272727
CICIDS2017,13,MLP,1,5,45,0.5402662280468794,0.4444444444444444
CICIDS2017,13,MLP,1,6,89,0.6595122033129028,0.6629213483146067
CICIDS2017,13,MLP,1,7,155,0.7430601239901906,0.9612903225806452
CICIDS2017,13,MLP,1,8,185,0.8508700202572491,0.8810810810810811
CICIDS2017,13,MLP,1,9,9571,0.9974264058109502,0.9985372479364748
CICIDS2017,13,MLP,2,0,11492,0.0015938268379988906,0.0003480682213713888
CICIDS2017,13,MLP,2,1,19,0.133166357422128,0.05263157894736842
CICIDS2017,13,MLP,2,2,5,0.25540107945329404,0.4
CICIDS2017,13,MLP,2,3,7,0.3536714523150061,0.2857142857142857
CICIDS2017,13,MLP,2,4,10,0.455593602740504,0.7
CICIDS2017,13,MLP,2,5,5,0.5793085089761963,0.4
CICIDS2017,13,MLP,2,6,2,0.6265239277011857,1.0
CICIDS2017,13,MLP,2,7,1,0.777674910307772,1.0
CICIDS2017,13,MLP,2,8,4,0.8626636782352897,1.0
CICIDS2017,13,MLP,2,9,455,0.9949523895289567,0.989010989010989
CICIDS2017,13,LogReg,0,0,9001,0.006531535456376045,0.0022219753360737697
CICIDS2017,13,LogReg,0,1,474,0.14249347691168876,0.006329113924050633
CICIDS2017,13,LogReg,0,2,218,0.24777617376862282,0.0871559633027523
CICIDS2017,13,LogReg,0,3,165,0.366149076296289,0.09090909090909091
CICIDS2017,13,LogReg,0,4,355,0.4601305610659169,0.10140845070422536
CICIDS2017,13,LogReg,0,5,210,0.5513446677391263,0.023809523809523808
CICIDS2017,13,LogReg,0,6,62,0.6552864129513077,0.6129032258064516
CICIDS2017,13,LogReg,0,7,99,0.7577032491564768,0.5454545454545454
CICIDS2017,13,LogReg,0,8,104,0.8425390165242675,0.8461538461538461
CICIDS2017,13,LogReg,0,9,1312,0.9925745048601633,0.9702743902439024
CICIDS2017,13,LogReg,1,0,1959,0.012400664003199526,0.12200102092904543
CICIDS2017,13,LogReg,1,1,146,0.1515767885253405,0.2602739726027397
CICIDS2017,13,LogReg,1,2,120,0.2446972617302731,0.5
CICIDS2017,13,LogReg,1,3,398,0.34389398107124725,0.7839195979899497
CICIDS2017,13,LogReg,1,4,235,0.4440260510846903,0.9957446808510638
CICIDS2017,13,LogReg,1,5,150,0.5517412098939618,0.9
CICIDS2017,13,LogReg,1,6,170,0.6341279558674329,1.0
CICIDS2017,13,LogReg,1,7,209,0.7510173879306709,0.9090909090909091
CICIDS2017,13,LogReg,1,8,659,0.8570559014524222,0.9954476479514416
CICIDS2017,13,LogReg,1,9,7954,0.9901492565376978,0.9982398793060095
CICIDS2017,13,LogReg,2,0,10594,0.004691205659773195,0.0
CICIDS2017,13,LogReg,2,1,384,0.14516083501156074,0.0078125
CICIDS2017,13,LogReg,2,2,250,0.22716945640326203,0.028
CICIDS2017,13,LogReg,2,3,20,0.34617378273548904,0.0
CICIDS2017,13,LogReg,2,4,23,0.4426053681248927,0.0
CICIDS2017,13,LogReg,2,5,14,0.5579477856424285,0.0
CICIDS2017,13,LogReg,2,6,12,0.6268243984461521,0.0
CICIDS2017,13,LogReg,2,7,21,0.742022075664206,0.23809523809523808
CICIDS2017,13,LogReg,2,8,41,0.8644209917155671,0.43902439024390244
CICIDS2017,13,LogReg,2,9,641,0.9733520670879781,0.6895475819032761
CICIDS2017,13,NaiveBayes,0,0,9110,0.02958034814438023,0.027552140504939628
CICIDS2017,13,NaiveBayes,0,1,1222,0.12368720066731641,0.09901800327332243
CICIDS2017,13,NaiveBayes,0,2,32,0.25554945818968067,0.625
CICIDS2017,13,NaiveBayes,0,3,69,0.34553586470971154,0.2898550724637681
CICIDS2017,13,NaiveBayes,0,4,1567,0.4892450323950168,0.7268666241225271
CICIDS2017,13,NaiveBayes,0,5,0,,
CICIDS2017,13,NaiveBayes,0,6,0,,
CICIDS2017,13,NaiveBayes,0,7,0,,
CICIDS2017,13,NaiveBayes,0,8,0,,
CICIDS2017,13,NaiveBayes,0,9,0,,
CICIDS2017,13,NaiveBayes,1,0,0,,
CICIDS2017,13,NaiveBayes,1,1,0,,
CICIDS2017,13,NaiveBayes,1,2,0,,
CICIDS2017,13,NaiveBayes,1,3,0,,
